anios	trabajo	estado	contacto	mes	dia	cambios	problemas	cantidad
29	administrator	single	cellular	may	wed	230	4	5099.1
38	administrator	married	telephone	may	tue	112	4	5191
29	administrator	single	cellular	may	fri	167	4	5099.1
47	technician	divorced	cellular	aug	wed	56	5	5228.1
30	administrator	single	cellular	jul	tue	124	2	5228.1
37	teacher	married	cellular	may	mon	170	3	5099.1
35	entrepreneur	divorced	cellular	nov	wed	56	4	5195.8
35	teacher	single	telephone	may	wed	245	3	5191
31	teacher	married	telephone	jun	wed	62	1	5228.1
30	technician	single	cellular	nov	thu	127	2	5195.8
53	technician	married	telephone	sep	fri	384	1	5017.5
30	technician	single	cellular	may	mon	195	1	5099.1
24	student	single	telephone	may	thu	287	2	5191
31	management	single	cellular	aug	mon	72	1	5228.1
50	management	married	telephone	jun	thu	1005	2	5228.1
32	technician	single	cellular	jul	tue	129	1	5228.1
27	administrator	married	telephone	jul	fri	178	2	5228.1
53	technician	married	telephone	may	tue	92	2	5191
42	management	married	cellular	nov	mon	178	1	5195.8
44	administrator	married	telephone	jun	thu	91	4	5228.1
39	administrator	single	telephone	jun	mon	163	2	5228.1
33	services	married	telephone	jun	fri	106	3	5228.1
27	entrepreneur	married	cellular	may	mon	117	1	5099.1
43	teacher	divorced	cellular	may	fri	25	5	5099.1
53	unknown	married	telephone	jun	wed	89	3	5228.1
36	unemployed	single	cellular	aug	fri	415	1	5076.2
31	teacher	married	cellular	nov	thu	693	3	5195.8
29	administrator	single	telephone	jun	tue	235	2	5228.1
28	administrator	married	telephone	jul	tue	249	1	5228.1
46	teacher	married	cellular	may	wed	410	1	5008.7
44	teacher	married	telephone	may	mon	149	5	5191
22	teacher	single	telephone	jul	mon	50	4	5228.1
38	entrepreneur	married	cellular	may	mon	269	5	5008.7
29	administrator	single	telephone	may	wed	266	2	5191
57	teacher	married	telephone	jul	thu	305	1	5228.1
30	teacher	divorced	cellular	jul	tue	168	2	5228.1
32	technician	married	cellular	aug	mon	157	3	5228.1
37	teacher	single	telephone	jun	thu	27	8	5228.1
36	services	married	telephone	may	thu	399	4	5191
40	teacher	married	cellular	jul	tue	86	1	5228.1
69	retired	married	cellular	apr	thu	117	1	5099.1
38	student	single	telephone	may	mon	763	6	5191
42	teacher	married	cellular	apr	tue	189	2	5099.1
37	services	single	cellular	apr	mon	307	4	5099.1
30	administrator	married	cellular	may	fri	158	1	5099.1
40	management	married	cellular	aug	wed	838	2	5228.1
32	administrator	married	cellular	sep	fri	205	2	5017.5
37	services	married	cellular	aug	tue	377	7	5228.1
40	technician	married	cellular	may	wed	248	1	5008.7
38	technician	single	cellular	apr	fri	301	2	5099.1
57	housemaid	married	telephone	jul	thu	381	3	5228.1
48	entrepreneur	married	cellular	aug	thu	81	1	5228.1
39	technician	married	cellular	jul	wed	94	1	5228.1
21	administrator	single	cellular	apr	wed	122	1	5099.1
38	teacher	married	cellular	jul	fri	610	1	5228.1
22	student	single	cellular	jun	thu	221	1	5076.2
50	teacher	married	telephone	jun	tue	103	2	5228.1
44	independent	divorced	cellular	may	thu	652	2	5099.1
57	administrator	married	cellular	may	fri	554	2	5099.1
30	administrator	single	cellular	aug	thu	152	4	5228.1
35	technician	single	cellular	aug	tue	109	4	5228.1
30	management	divorced	telephone	may	fri	164	4	5191
39	administrator	married	cellular	nov	mon	44	1	5195.8
24	student	single	cellular	aug	fri	53	1	5076.2
25	services	single	cellular	jul	thu	88	1	5228.1
44	teacher	married	telephone	jul	thu	304	4	5228.1
34	housemaid	married	cellular	may	wed	104	2	5099.1
31	technician	single	cellular	aug	thu	511	1	5228.1
47	entrepreneur	married	telephone	jun	mon	580	3	5228.1
33	administrator	married	cellular	may	tue	345	1	5099.1
51	administrator	married	cellular	nov	wed	286	2	5195.8
31	management	single	cellular	aug	mon	1099	2	5228.1
36	administrator	single	cellular	jul	thu	78	16	5228.1
28	administrator	married	telephone	jun	tue	98	1	5228.1
62	retired	married	cellular	nov	thu	329	1	4963.6
45	entrepreneur	married	telephone	jun	fri	326	1	5228.1
35	technician	divorced	cellular	apr	wed	405	1	5099.1
44	unemployed	married	cellular	aug	wed	209	1	5228.1
58	teacher	divorced	cellular	nov	thu	63	5	5195.8
59	administrator	married	cellular	jul	wed	92	1	5076.2
33	administrator	married	cellular	may	mon	412	1	5099.1
30	management	single	cellular	jul	mon	96	1	5228.1
58	housemaid	single	cellular	apr	mon	284	1	5008.7
53	teacher	single	cellular	jul	wed	355	1	4991.6
59	teacher	married	cellular	aug	tue	1197	2	5228.1
32	administrator	single	cellular	aug	wed	72	2	5228.1
33	administrator	married	telephone	may	wed	55	1	5191
22	student	single	cellular	jun	mon	814	1	5076.2
44	management	married	telephone	jun	thu	175	1	5228.1
33	administrator	married	cellular	aug	tue	66	2	5228.1
32	teacher	married	telephone	nov	tue	194	2	5195.8
44	technician	divorced	telephone	jul	tue	222	3	5228.1
32	technician	single	telephone	nov	thu	197	7	5195.8
42	technician	married	cellular	aug	mon	147	1	5228.1
26	teacher	married	cellular	apr	thu	251	2	5099.1
37	teacher	married	telephone	may	fri	574	5	5191
41	administrator	married	cellular	nov	tue	62	4	5195.8
57	management	married	telephone	may	tue	379	2	5191
22	teacher	single	telephone	may	tue	270	1	5191
59	services	single	cellular	mar	fri	169	2	5008.7
30	administrator	single	telephone	may	tue	266	1	5191
47	administrator	single	cellular	aug	thu	429	1	5228.1
47	teacher	divorced	cellular	may	thu	16	8	5099.1
33	technician	single	cellular	aug	tue	396	2	5228.1
38	administrator	married	telephone	may	thu	192	2	5191
29	technician	married	telephone	may	wed	192	1	5191
32	unemployed	married	cellular	nov	tue	329	1	5195.8
57	teacher	married	telephone	jul	fri	182	1	5228.1
31	entrepreneur	single	cellular	may	thu	204	1	5099.1
50	administrator	married	cellular	nov	tue	87	3	5195.8
35	teacher	married	cellular	jul	tue	87	2	5228.1
43	technician	married	telephone	jun	tue	161	1	5228.1
34	administrator	single	telephone	apr	thu	130	1	5099.1
24	services	single	cellular	apr	tue	450	1	5099.1
38	technician	married	cellular	may	wed	121	1	5099.1
57	housemaid	married	cellular	aug	wed	1044	1	5228.1
43	administrator	married	telephone	jul	tue	377	1	5228.1
32	technician	single	cellular	jul	thu	234	1	5228.1
51	services	married	cellular	apr	thu	407	1	5099.1
42	technician	divorced	cellular	apr	thu	144	1	5099.1
47	administrator	married	telephone	jul	thu	225	5	5228.1
50	independent	married	telephone	jun	wed	139	2	5228.1
29	management	single	cellular	apr	mon	190	2	5099.1
30	administrator	married	cellular	apr	wed	520	3	5099.1
42	administrator	married	telephone	may	mon	262	2	5191
39	teacher	married	cellular	jul	tue	82	5	5228.1
48	technician	married	cellular	nov	fri	362	1	5195.8
36	teacher	married	cellular	may	tue	245	1	5099.1
38	independent	married	cellular	apr	mon	93	3	5099.1
33	administrator	married	cellular	jul	tue	2516	1	5228.1
60	administrator	married	cellular	aug	mon	133	1	5076.2
19	student	single	cellular	jul	mon	87	4	5228.1
50	entrepreneur	married	telephone	jun	fri	82	2	5228.1
67	retired	married	telephone	apr	thu	126	4	5099.1
56	administrator	divorced	cellular	jul	mon	70	3	5228.1
57	technician	married	cellular	may	mon	758	1	5099.1
29	technician	married	cellular	apr	mon	135	3	5008.7
36	teacher	married	telephone	jul	thu	264	3	5228.1
37	technician	single	telephone	apr	thu	77	2	5099.1
54	technician	married	telephone	jun	tue	76	4	5228.1
35	administrator	married	telephone	jun	tue	173	3	5228.1
28	services	married	cellular	jul	tue	262	1	5228.1
46	technician	divorced	cellular	jul	fri	165	3	5228.1
82	retired	single	cellular	oct	thu	251	2	5017.5
27	administrator	single	cellular	may	mon	490	2	5099.1
32	technician	married	cellular	aug	mon	151	1	5228.1
50	management	married	cellular	aug	tue	89	3	5076.2
32	technician	single	cellular	nov	tue	77	2	5195.8
34	services	divorced	telephone	jun	mon	466	2	5228.1
34	administrator	single	cellular	nov	thu	89	1	5017.5
36	administrator	married	telephone	may	wed	227	2	5191
34	unemployed	married	cellular	apr	fri	71	1	5099.1
30	administrator	divorced	cellular	nov	tue	198	1	5195.8
43	management	married	cellular	apr	thu	177	1	5099.1
33	technician	single	cellular	jul	thu	89	2	5228.1
38	technician	married	telephone	may	fri	46	2	5191
33	teacher	divorced	cellular	jun	mon	84	5	5076.2
56	housemaid	married	telephone	may	mon	290	3	5099.1
53	management	married	telephone	aug	fri	74	1	5228.1
28	teacher	married	telephone	may	tue	152	2	5191
57	retired	married	telephone	may	mon	611	2	5191
29	technician	single	cellular	may	tue	485	2	5099.1
32	technician	single	telephone	jul	fri	566	3	5228.1
36	technician	single	cellular	may	wed	307	2	5099.1
47	management	divorced	telephone	nov	tue	74	1	5195.8
33	teacher	single	cellular	may	wed	389	4	5099.1
37	unemployed	unknown	cellular	jun	tue	100	1	5076.2
34	administrator	single	cellular	aug	tue	265	1	5076.2
60	administrator	divorced	cellular	jul	fri	144	1	5228.1
57	services	married	cellular	aug	wed	160	3	5228.1
60	teacher	married	cellular	aug	thu	176	1	4991.6
38	administrator	married	cellular	may	wed	197	1	5099.1
72	retired	married	cellular	sep	fri	230	1	5017.5
74	retired	married	cellular	aug	thu	174	1	5076.2
33	technician	married	telephone	may	wed	619	3	5191
58	teacher	married	cellular	may	wed	173	1	5099.1
34	services	married	cellular	may	wed	251	2	5099.1
45	teacher	married	cellular	aug	fri	507	2	5228.1
31	administrator	married	cellular	may	mon	443	1	5099.1
45	teacher	married	cellular	nov	mon	162	2	5017.5
45	entrepreneur	married	telephone	jun	fri	326	1	5228.1
30	teacher	married	telephone	nov	thu	25	2	5195.8
32	management	single	cellular	may	thu	149	3	5099.1
49	independent	single	telephone	nov	tue	126	4	5195.8
36	teacher	married	telephone	jul	tue	89	7	5228.1
50	management	married	cellular	jul	tue	98	2	5228.1
43	administrator	single	cellular	jul	fri	71	2	5228.1
39	administrator	single	cellular	nov	fri	195	1	5195.8
48	entrepreneur	married	telephone	may	tue	201	1	5191
48	housemaid	married	telephone	jun	tue	87	1	5228.1
43	services	divorced	cellular	may	fri	196	2	5099.1
31	administrator	single	cellular	aug	thu	103	1	5228.1
33	teacher	married	cellular	may	wed	804	2	5099.1
26	unemployed	single	cellular	apr	thu	618	1	5008.7
31	technician	married	cellular	nov	thu	149	1	5195.8
43	administrator	married	telephone	may	mon	277	1	5191
39	teacher	married	cellular	jul	thu	298	1	5228.1
42	services	single	cellular	apr	fri	544	3	5099.1
29	administrator	married	cellular	jul	tue	88	1	4991.6
31	teacher	married	telephone	jun	mon	198	2	5228.1
30	administrator	single	cellular	apr	thu	368	1	5099.1
57	housemaid	married	cellular	aug	mon	164	1	5228.1
27	administrator	single	cellular	jul	thu	340	1	5228.1
31	student	single	cellular	nov	tue	107	1	5195.8
45	housemaid	married	telephone	may	mon	166	2	5191
26	student	single	cellular	jul	fri	226	2	5228.1
33	technician	married	telephone	jul	fri	203	1	5228.1
34	teacher	married	cellular	jul	mon	136	1	5228.1
38	services	single	telephone	may	mon	357	2	5191
35	independent	married	telephone	may	thu	188	6	5191
46	services	married	telephone	jul	wed	83	3	5228.1
36	teacher	married	telephone	may	fri	95	1	5191
58	services	married	cellular	jul	fri	134	1	5228.1
34	technician	single	cellular	nov	tue	82	1	5195.8
37	administrator	single	cellular	jul	wed	305	2	5228.1
33	administrator	single	cellular	jul	mon	546	2	5228.1
36	teacher	married	cellular	jul	wed	297	1	5228.1
37	teacher	married	cellular	may	tue	1085	3	5099.1
27	teacher	single	cellular	jul	wed	211	11	5228.1
45	management	married	telephone	jul	thu	171	2	4991.6
40	teacher	married	telephone	may	tue	133	2	5191
43	management	divorced	cellular	jul	tue	76	1	5228.1
28	teacher	married	cellular	may	fri	115	5	5099.1
31	teacher	single	cellular	may	thu	60	5	5099.1
45	technician	single	cellular	apr	thu	370	3	5099.1
50	management	married	telephone	may	fri	223	3	5191
38	administrator	single	telephone	may	fri	186	1	5191
30	teacher	married	cellular	jul	tue	623	2	5228.1
54	retired	divorced	cellular	may	fri	261	1	5099.1
57	retired	married	cellular	aug	wed	78	4	5228.1
50	administrator	married	cellular	jul	tue	1001	3	5228.1
29	services	married	cellular	may	tue	172	2	5099.1
52	teacher	married	cellular	aug	wed	121	1	5228.1
51	administrator	divorced	cellular	nov	thu	140	1	5195.8
42	teacher	married	cellular	may	wed	29	1	5099.1
37	technician	married	cellular	aug	mon	121	2	5228.1
38	services	divorced	telephone	may	mon	398	1	5191
29	administrator	single	cellular	nov	fri	1222	2	5195.8
39	independent	married	telephone	jun	mon	164	3	5228.1
42	administrator	married	cellular	apr	fri	42	3	5099.1
41	management	married	telephone	jun	tue	271	2	5228.1
56	retired	married	telephone	may	wed	151	1	5191
27	administrator	married	cellular	may	thu	466	1	5099.1
30	teacher	married	cellular	aug	fri	765	3	5228.1
37	services	married	telephone	jun	tue	132	1	5228.1
58	management	unknown	telephone	jun	wed	16	9	5228.1
46	teacher	married	cellular	aug	mon	626	2	5228.1
33	technician	single	cellular	aug	fri	125	1	5228.1
47	teacher	married	cellular	jul	thu	136	2	5228.1
28	administrator	single	cellular	aug	fri	262	1	5076.2
44	teacher	married	cellular	aug	tue	222	2	5228.1
36	teacher	single	telephone	jun	fri	43	2	5228.1
80	retired	divorced	cellular	oct	tue	96	1	5017.5
30	independent	married	telephone	mar	mon	577	7	5008.7
28	teacher	single	cellular	jul	fri	803	1	5228.1
48	teacher	married	cellular	may	tue	252	2	5099.1
58	retired	married	cellular	aug	tue	556	6	5228.1
42	teacher	single	cellular	may	thu	16	5	5099.1
31	administrator	married	cellular	may	fri	364	5	5099.1
34	teacher	married	cellular	nov	tue	87	1	5195.8
24	student	single	cellular	apr	thu	157	1	5099.1
32	teacher	married	cellular	may	fri	122	8	5099.1
23	student	single	cellular	oct	wed	409	1	4963.6
31	services	married	telephone	may	thu	2087	2	5191
23	services	single	cellular	jul	mon	129	2	5228.1
47	administrator	divorced	telephone	may	mon	208	2	5191
33	teacher	single	cellular	jul	thu	854	1	5228.1
49	administrator	single	telephone	may	tue	363	5	5191
41	administrator	single	cellular	nov	mon	131	2	5017.5
36	teacher	married	cellular	jun	mon	86	1	5076.2
26	services	single	cellular	jul	fri	34	3	5228.1
44	administrator	married	cellular	nov	mon	200	1	5195.8
56	management	divorced	cellular	may	fri	166	1	5099.1
57	teacher	married	cellular	apr	tue	355	3	5099.1
30	management	single	telephone	may	wed	691	5	5191
32	technician	married	cellular	aug	fri	107	4	5228.1
31	management	married	cellular	aug	wed	649	2	5228.1
42	teacher	married	cellular	dec	wed	187	2	5023.5
29	administrator	single	cellular	aug	wed	53	1	5228.1
28	technician	single	cellular	may	wed	196	1	5099.1
60	retired	married	cellular	jul	tue	268	1	5228.1
36	teacher	divorced	cellular	may	wed	14	4	5099.1
31	housemaid	married	cellular	jul	mon	109	8	5228.1
26	administrator	single	cellular	may	tue	15	7	5099.1
55	technician	married	telephone	jun	mon	362	1	5228.1
54	teacher	married	cellular	aug	tue	439	3	5228.1
22	technician	single	cellular	dec	mon	1141	1	5023.5
46	teacher	married	telephone	may	thu	116	2	5191
38	administrator	divorced	cellular	apr	wed	498	3	5099.1
59	services	divorced	cellular	may	tue	158	1	5099.1
58	technician	married	telephone	aug	thu	64	1	5228.1
70	retired	married	cellular	aug	fri	70	3	5076.2
80	teacher	married	cellular	apr	fri	105	6	5099.1
33	technician	single	cellular	aug	mon	176	2	5228.1
38	technician	divorced	cellular	aug	fri	130	1	5228.1
33	services	married	telephone	may	wed	861	2	5191
47	housemaid	married	cellular	jul	mon	71	3	5228.1
35	services	single	cellular	jul	tue	520	1	5228.1
37	services	married	cellular	aug	tue	377	7	5228.1
37	teacher	married	telephone	may	fri	297	2	5191
31	services	divorced	cellular	nov	mon	266	2	5195.8
28	teacher	single	cellular	jul	thu	302	2	5228.1
51	entrepreneur	divorced	telephone	may	mon	112	2	5191
37	administrator	divorced	cellular	may	mon	442	1	5099.1
26	administrator	single	cellular	apr	thu	176	1	5099.1
40	administrator	divorced	telephone	jul	wed	96	7	5228.1
54	housemaid	married	cellular	nov	wed	362	3	5195.8
29	administrator	single	cellular	nov	thu	736	1	5195.8
43	teacher	married	telephone	jun	wed	173	1	5228.1
35	services	divorced	telephone	may	mon	122	3	5191
59	administrator	married	telephone	may	thu	118	4	5191
37	services	married	cellular	may	thu	166	1	5099.1
27	services	single	cellular	jul	fri	71	3	5228.1
53	administrator	divorced	telephone	jun	fri	1330	3	5228.1
72	administrator	married	cellular	oct	tue	143	1	5017.5
29	administrator	single	telephone	jun	wed	211	1	5228.1
29	entrepreneur	married	cellular	nov	thu	265	3	5195.8
42	administrator	married	telephone	may	tue	99	2	5191
40	management	married	cellular	jul	tue	314	4	5228.1
25	student	single	cellular	aug	fri	121	1	5076.2
30	housemaid	married	telephone	may	fri	175	2	5191
48	management	married	telephone	may	thu	190	2	5191
43	unknown	married	telephone	may	tue	109	2	5191
29	technician	married	cellular	apr	mon	135	3	5008.7
54	technician	married	telephone	jul	fri	395	6	5228.1
33	unemployed	single	cellular	aug	thu	201	1	5228.1
32	technician	married	cellular	aug	mon	130	1	5228.1
45	administrator	single	cellular	aug	wed	99	1	5228.1
53	unemployed	single	cellular	nov	fri	125	2	5195.8
52	entrepreneur	divorced	telephone	apr	mon	70	4	5099.1
34	technician	married	cellular	may	thu	703	4	5099.1
27	administrator	married	cellular	may	wed	175	1	5099.1
47	entrepreneur	married	telephone	aug	wed	244	3	5228.1
37	administrator	married	telephone	may	mon	113	3	5191
37	technician	single	telephone	may	thu	237	1	5191
34	administrator	single	cellular	aug	tue	174	2	5228.1
38	entrepreneur	married	telephone	may	fri	104	1	5191
55	administrator	married	cellular	nov	thu	430	2	5195.8
34	teacher	married	cellular	aug	tue	447	1	4991.6
34	teacher	married	telephone	may	thu	139	1	5191
51	administrator	married	cellular	nov	fri	9	5	5195.8
40	technician	married	cellular	apr	mon	314	1	5099.1
41	administrator	married	telephone	may	wed	153	1	5191
20	student	single	cellular	aug	wed	267	1	5076.2
34	administrator	married	cellular	dec	tue	195	2	5023.5
30	housemaid	single	cellular	sep	thu	103	2	4963.6
33	services	married	cellular	may	wed	106	1	5099.1
46	services	married	cellular	aug	wed	226	4	5228.1
38	technician	married	cellular	aug	thu	98	1	5228.1
38	administrator	married	cellular	may	tue	373	3	5099.1
32	technician	married	telephone	nov	wed	196	3	5195.8
73	retired	married	cellular	nov	thu	749	7	5017.5
36	administrator	single	cellular	apr	fri	140	1	5099.1
32	technician	single	telephone	jun	mon	128	1	5228.1
39	administrator	divorced	cellular	jul	mon	375	3	4991.6
44	administrator	divorced	cellular	jul	wed	269	17	5228.1
42	unemployed	married	telephone	may	fri	76	2	5191
37	housemaid	single	telephone	may	fri	136	3	5191
33	technician	married	telephone	jun	wed	420	1	5228.1
33	administrator	married	cellular	may	mon	157	2	5008.7
56	administrator	married	cellular	nov	fri	382	3	5195.8
71	retired	married	cellular	oct	wed	237	1	5017.5
32	technician	married	cellular	aug	mon	331	5	5228.1
44	administrator	single	cellular	aug	fri	112	1	5228.1
39	teacher	married	telephone	may	wed	278	1	5191
41	management	married	cellular	apr	thu	281	1	5099.1
44	teacher	married	cellular	jul	wed	605	6	5228.1
34	teacher	married	telephone	jun	mon	18	30	5228.1
34	administrator	married	cellular	may	mon	582	1	5099.1
70	retired	divorced	telephone	dec	wed	220	2	5023.5
39	services	married	telephone	may	tue	919	2	5191
52	administrator	married	cellular	apr	mon	181	2	5099.1
29	administrator	married	telephone	jul	thu	82	1	5228.1
40	teacher	single	cellular	apr	wed	158	2	5099.1
31	administrator	single	cellular	may	fri	165	3	5099.1
39	independent	single	cellular	may	tue	180	2	5099.1
47	technician	single	telephone	jul	tue	24	1	5228.1
24	teacher	single	cellular	jul	wed	132	1	5228.1
33	teacher	single	cellular	may	mon	143	3	5099.1
34	administrator	single	telephone	aug	wed	127	2	5228.1
36	administrator	married	cellular	may	tue	196	1	5008.7
34	teacher	married	telephone	jun	fri	114	10	5228.1
30	technician	married	telephone	may	mon	165	4	5191
40	teacher	married	telephone	jun	tue	150	3	5228.1
46	administrator	married	telephone	may	wed	181	2	5191
36	teacher	married	telephone	may	fri	203	5	5191
47	teacher	married	telephone	aug	thu	753	13	5228.1
24	administrator	single	cellular	aug	thu	147	1	5076.2
42	administrator	married	cellular	nov	mon	62	1	5195.8
62	retired	married	cellular	aug	tue	531	3	5076.2
30	unemployed	married	cellular	jun	tue	194	1	5076.2
34	teacher	married	telephone	jul	thu	93	1	5228.1
55	independent	married	cellular	may	tue	604	1	5099.1
31	teacher	married	cellular	may	fri	164	1	5099.1
58	teacher	married	cellular	aug	mon	846	1	5228.1
39	teacher	married	cellular	apr	mon	421	4	5099.1
37	administrator	married	telephone	jun	thu	63	1	5228.1
36	administrator	married	telephone	may	fri	147	14	5191
32	technician	married	cellular	nov	wed	352	4	5195.8
41	teacher	married	cellular	may	fri	10	5	5099.1
40	management	single	cellular	jul	thu	309	2	5228.1
59	retired	married	telephone	may	wed	560	9	5191
33	teacher	married	cellular	may	fri	669	1	5099.1
33	administrator	married	cellular	aug	thu	265	1	4991.6
48	administrator	divorced	telephone	may	fri	224	4	5191
57	retired	married	cellular	may	thu	128	1	5099.1
35	services	single	telephone	jun	mon	41	3	5228.1
24	technician	single	telephone	mar	thu	165	3	5008.7
41	administrator	married	cellular	nov	wed	58	1	5195.8
26	entrepreneur	single	telephone	may	wed	331	2	5191
55	management	married	cellular	aug	tue	384	4	5228.1
31	administrator	single	cellular	jul	tue	21	35	5228.1
31	administrator	single	cellular	jul	mon	88	1	5228.1
37	teacher	married	cellular	may	thu	199	2	5099.1
58	administrator	married	telephone	may	thu	162	2	5191
40	administrator	married	cellular	apr	thu	815	1	5099.1
56	retired	married	cellular	aug	fri	115	1	5228.1
29	technician	single	cellular	aug	fri	152	1	5228.1
48	administrator	single	cellular	nov	wed	808	1	5195.8
39	administrator	divorced	cellular	aug	mon	125	2	5228.1
40	management	married	cellular	jul	fri	955	1	4991.6
29	administrator	married	cellular	apr	wed	350	2	5099.1
46	teacher	married	cellular	may	mon	11	5	5099.1
39	administrator	married	cellular	apr	fri	72	2	5099.1
34	teacher	married	telephone	may	wed	606	1	5191
24	student	single	cellular	jun	tue	225	1	5076.2
30	technician	married	cellular	nov	tue	613	1	5195.8
44	technician	divorced	cellular	aug	wed	57	2	5228.1
46	independent	married	telephone	may	mon	88	1	5191
26	administrator	single	cellular	jul	fri	134	3	5228.1
25	technician	single	telephone	jun	mon	92	6	5228.1
27	services	married	telephone	may	mon	283	3	5191
34	teacher	divorced	cellular	apr	fri	204	5	5099.1
28	technician	married	cellular	may	tue	261	1	5099.1
34	teacher	married	telephone	jun	thu	549	1	5228.1
41	services	married	telephone	may	tue	41	1	5191
44	technician	married	cellular	aug	tue	231	1	5228.1
30	technician	single	cellular	may	thu	691	1	5099.1
23	teacher	single	cellular	may	fri	134	5	5099.1
45	teacher	married	telephone	may	tue	253	1	5191
21	student	single	cellular	mar	tue	220	1	5099.1
37	technician	divorced	cellular	nov	fri	47	1	5195.8
38	teacher	single	telephone	oct	tue	39	1	5195.8
51	unemployed	married	cellular	may	mon	14	5	5099.1
32	services	married	telephone	jul	tue	35	1	4991.6
36	administrator	married	cellular	nov	fri	189	1	5195.8
28	administrator	married	cellular	may	wed	201	1	5099.1
34	technician	married	cellular	aug	wed	1148	2	5228.1
59	housemaid	married	cellular	jul	tue	483	2	5228.1
26	teacher	single	cellular	may	thu	294	2	5099.1
44	administrator	married	cellular	jun	fri	133	1	5076.2
78	unknown	married	cellular	sep	wed	234	1	5017.5
32	entrepreneur	married	cellular	nov	tue	73	3	5195.8
26	housemaid	married	cellular	jul	thu	62	1	5228.1
50	management	married	cellular	nov	thu	146	1	5195.8
54	housemaid	married	cellular	apr	thu	381	1	5099.1
50	housemaid	married	cellular	jul	wed	462	1	4991.6
26	teacher	single	telephone	may	wed	418	1	5191
37	technician	single	telephone	may	tue	749	2	5191
39	teacher	married	telephone	may	tue	375	1	5191
32	services	married	telephone	jun	mon	244	3	5228.1
43	teacher	married	telephone	jun	fri	151	6	5228.1
39	teacher	married	telephone	may	thu	124	1	5191
29	administrator	single	cellular	may	wed	131	1	5099.1
32	management	single	cellular	mar	tue	97	1	5099.1
56	services	married	telephone	jul	thu	279	11	5228.1
33	administrator	married	telephone	jun	wed	355	1	5228.1
31	services	married	telephone	may	wed	636	6	5191
35	administrator	married	telephone	may	mon	280	3	5191
36	administrator	single	cellular	jul	thu	165	1	5228.1
47	technician	married	cellular	jul	fri	352	5	5228.1
76	retired	married	cellular	aug	fri	406	1	5076.2
49	unemployed	married	telephone	nov	thu	226	1	5017.5
27	teacher	single	cellular	apr	thu	528	1	5099.1
41	teacher	married	cellular	apr	fri	370	1	5099.1
37	management	married	cellular	aug	wed	902	2	5228.1
54	services	married	telephone	may	thu	114	3	5191
46	administrator	married	telephone	jun	fri	856	3	5228.1
39	technician	divorced	cellular	may	fri	128	2	5099.1
40	teacher	divorced	telephone	jun	fri	100	1	5228.1
27	administrator	single	cellular	may	fri	680	1	5099.1
39	management	married	cellular	aug	thu	105	1	5076.2
33	technician	married	telephone	may	wed	316	1	5191
40	teacher	married	cellular	jul	mon	431	1	5228.1
38	administrator	married	cellular	nov	tue	67	2	5195.8
36	teacher	single	telephone	may	wed	212	1	5191
36	administrator	married	telephone	may	tue	215	1	5191
49	administrator	married	cellular	nov	mon	265	1	5195.8
40	teacher	married	cellular	apr	mon	121	1	5099.1
52	teacher	divorced	cellular	jul	mon	410	1	5228.1
52	teacher	divorced	cellular	jul	tue	111	8	5228.1
41	management	married	telephone	jun	tue	271	2	5228.1
56	teacher	married	telephone	jun	wed	114	1	5228.1
55	administrator	married	cellular	aug	tue	358	2	5228.1
37	technician	single	cellular	aug	mon	331	1	5228.1
66	unemployed	single	telephone	apr	thu	56	1	5099.1
35	technician	married	cellular	jul	thu	502	2	5228.1
31	services	single	telephone	may	thu	543	12	5191
26	independent	married	telephone	may	tue	16	3	5099.1
29	administrator	single	cellular	may	wed	256	3	5099.1
47	teacher	married	telephone	jun	wed	15	8	5228.1
33	teacher	married	cellular	may	thu	490	1	5099.1
39	management	divorced	telephone	may	tue	197	2	5191
58	administrator	married	cellular	nov	fri	21	7	5195.8
38	technician	single	cellular	apr	mon	152	5	5099.1
50	teacher	single	telephone	may	fri	165	1	5191
31	technician	single	cellular	aug	mon	202	7	5228.1
36	teacher	single	telephone	may	tue	201	2	5191
31	unemployed	married	cellular	aug	tue	91	1	5228.1
36	entrepreneur	married	cellular	apr	fri	299	1	5099.1
32	services	single	telephone	jun	fri	307	3	5228.1
31	administrator	married	cellular	jul	wed	510	3	5228.1
30	technician	single	telephone	may	wed	119	3	5099.1
50	administrator	married	telephone	jun	tue	167	2	5228.1
50	administrator	married	cellular	jul	wed	137	1	5228.1
54	entrepreneur	married	cellular	may	fri	264	1	5099.1
52	teacher	married	telephone	may	mon	253	2	5191
34	student	divorced	cellular	jul	thu	467	1	5228.1
41	teacher	married	cellular	may	tue	123	1	5099.1
57	services	married	cellular	nov	fri	56	2	5195.8
34	student	divorced	cellular	nov	thu	48	2	5195.8
34	services	single	telephone	jun	tue	306	2	5076.2
34	technician	single	cellular	jul	wed	100	2	5228.1
51	teacher	married	cellular	jul	fri	203	1	5228.1
40	teacher	divorced	telephone	jun	tue	479	1	5228.1
30	technician	single	cellular	aug	thu	108	2	5228.1
34	unknown	married	cellular	apr	thu	94	1	5099.1
28	services	married	telephone	may	fri	79	1	5191
44	unknown	married	cellular	jul	tue	199	2	5228.1
30	administrator	married	telephone	may	fri	242	3	5191
32	services	divorced	cellular	jul	tue	454	1	5228.1
32	management	married	cellular	nov	mon	256	2	5195.8
51	services	married	telephone	may	fri	85	1	5191
